alpha,framing,condition,layer,layer_tag,content_id,belief,delta,kl,entropy
-8.0,eval,random,4,best,c022,0.7486750284830729,0.12454573313395179,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c050,0.6037333806355795,0.04163964589436853,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c006,0.061164538065592446,0.12486521402994791,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c017,0.6031742095947266,-0.021015167236328125,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c039,-0.8539943695068359,-0.22913646697998047,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c036,0.39514509836832684,-0.04179032643636066,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c009,-1.2707351048787434,-0.020798047383626228,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c000,-0.22939491271972656,0.08363723754882812,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c013,-0.3752450942993164,0.06253433227539062,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c049,-0.27062129974365234,-0.20833206176757812,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c058,-1.2914797465006511,-0.10422293345133471,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c024,1.2675952911376953,-0.3537111282348633,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c042,-0.3126818339029948,-0.12491099039713544,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c047,0.957733154296875,0.02074909210205078,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c043,0.7702290217081705,-0.2289050420125326,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c003,-0.27146466573079425,0.042050043741862,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c041,0.8327903747558594,-0.2294015884399414,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c008,-0.8332834243774414,-0.27074527740478516,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c045,0.12470722198486328,-0.06233024597167969,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c011,-0.5208819707234701,-0.020679791768391964,0.05128385250767072,0.7931501666704813
-8.0,eval,random,4,best,c020,0.33278624216715497,-0.1666138966878255,0.05128385250767072,0.7931501666704813
