dst_cls,layer,region,source,content_id,delta,dist,a,b,kk
eval,16,question,samecls_diffcont,c011,0.8431892395019531,21.277667999267578,44,1,74
eval,16,final,samecls_diffcont,c011,0.12461662292480469,8.819186210632324,1,0,74
eval,16,readout,samecls_diffcont,c011,1.015899658203125,20.99452018737793,44,0,74
eval,28,task,samecls_diffcont,c011,0.007883071899414062,119.26420593261719,74,44,74
eval,28,question,samecls_diffcont,c011,-0.0044612884521484375,98.69623565673828,44,1,74
eval,28,final,samecls_diffcont,c011,1.0346698760986328,52.880638122558594,1,0,74
eval,28,readout,samecls_diffcont,c011,1.030303955078125,97.65496063232422,44,0,74
eval,16,task,othercls_diffcont,c011,0.04987525939941406,20.89078712463379,74,44,74
eval,16,question,othercls_diffcont,c011,-0.019168853759765625,13.56368637084961,44,1,74
eval,16,final,othercls_diffcont,c011,0.05640411376953125,6.33453893661499,1,0,74
eval,16,readout,othercls_diffcont,c011,0.023372650146484375,13.399386405944824,44,0,74
eval,28,task,othercls_diffcont,c011,0.020448684692382812,120.10883331298828,74,44,74
eval,28,question,othercls_diffcont,c011,0.06536483764648438,71.0408706665039,44,1,74
eval,28,final,othercls_diffcont,c011,0.024187088012695312,43.47099685668945,1,0,74
eval,28,readout,othercls_diffcont,c011,0.08792686462402344,70.4142837524414,44,0,74
eval,16,task,samecls_samecont,c013,0.18496131896972656,16.13675880432129,122,44,122
eval,16,question,samecls_samecont,c013,-0.969207763671875,22.037080764770508,44,1,122
eval,16,final,samecls_samecont,c013,-0.2196063995361328,9.932330131530762,1,0,122
eval,16,readout,samecls_samecont,c013,-1.1424274444580078,21.761972427368164,44,0,122
eval,28,task,samecls_samecont,c013,0.011774063110351562,86.3975830078125,122,44,122
eval,28,question,samecls_samecont,c013,0.06916236877441406,105.51543426513672,44,1,122
eval,28,final,samecls_samecont,c013,-1.0605125427246094,53.142730712890625,1,0,122
eval,28,readout,samecls_samecont,c013,-0.9929084777832031,104.32514953613281,44,0,122
eval,16,task,othercls_samecont,c013,0.19817352294921875,14.62088680267334,122,44,122
eval,16,question,othercls_samecont,c013,-0.9093914031982422,21.763172149658203,44,1,122
eval,16,final,othercls_samecont,c013,-0.08838462829589844,8.291013717651367,1,0,122
eval,16,readout,othercls_samecont,c013,-1.004364013671875,21.456987380981445,44,0,122
eval,28,task,othercls_samecont,c013,0.029825210571289062,77.63211059570312,122,44,122
eval,28,question,othercls_samecont,c013,0.07610511779785156,103.9310302734375,44,1,122
eval,28,final,othercls_samecont,c013,-0.9981040954589844,56.50333023071289,1,0,122
eval,28,readout,othercls_samecont,c013,-0.9322509765625,102.85311889648438,44,0,122
eval,16,task,samecls_diffcont,c013,-0.07157516479492188,20.443614959716797,74,44,74
eval,16,question,samecls_diffcont,c013,-0.3943367004394531,21.814361572265625,44,1,74
eval,16,final,samecls_diffcont,c013,-0.2606163024902344,10.40517520904541,1,0,74
eval,16,readout,samecls_diffcont,c013,-0.6274528503417969,21.55506134033203,44,0,74
eval,28,task,samecls_diffcont,c013,-0.001537322998046875,104.26586151123047,74,44,74
eval,28,question,samecls_diffcont,c013,-0.04279518127441406,98.80807495117188,44,1,74
eval,28,final,samecls_diffcont,c013,-0.6936454772949219,50.94937515258789,1,0,74
eval,28,readout,samecls_diffcont,c013,-0.7348823547363281,97.72036743164062,44,0,74
eval,16,task,othercls_diffcont,c013,0.022600173950195312,20.115955352783203,74,44,74
eval,16,question,othercls_diffcont,c013,-0.9565830230712891,21.58826446533203,44,1,74
eval,16,final,othercls_diffcont,c013,-0.17320823669433594,10.56185245513916,1,0,74
eval,16,readout,othercls_diffcont,c013,-1.1326770782470703,21.337665557861328,44,0,74
eval,28,task,othercls_diffcont,c013,-0.00136566162109375,105.39856719970703,74,44,74
eval,28,question,othercls_diffcont,c013,-0.039257049560546875,100.04841613769531,44,1,74
eval,28,final,othercls_diffcont,c013,-1.0909080505371094,63.592926025390625,1,0,74
eval,28,readout,othercls_diffcont,c013,-1.1216106414794922,99.21987915039062,44,0,74
eval,16,task,samecls_samecont,c014,0.03381919860839844,21.707263946533203,122,44,122
eval,16,question,samecls_samecont,c014,-0.6528549194335938,20.506134033203125,44,1,122
eval,16,final,samecls_samecont,c014,-0.013751983642578125,9.6862211227417,1,0,122
eval,16,readout,samecls_samecont,c014,-0.5569572448730469,20.260229110717773,44,0,122
eval,28,task,samecls_samecont,c014,-0.0135040283203125,142.8688201904297,122,44,122
