layer,framing,alpha,content_id,delta
4,eval,-4.0,c002,-0.3031492233276367
4,eval,-4.0,c023,-0.28151607513427734
4,eval,-4.0,c046,-0.1549844741821289
4,eval,-4.0,c022,-0.2351665496826172
4,eval,-4.0,c050,-0.15417861938476562
4,deploy,4.0,c006,-0.248504638671875
4,deploy,4.0,c017,0.03350543975830078
4,deploy,4.0,c039,-0.1009359359741211
4,deploy,4.0,c036,0.025742530822753906
4,deploy,4.0,c009,-0.10830974578857422
4,deploy,4.0,c000,0.05181121826171875
4,deploy,4.0,c013,-0.14707565307617188
4,deploy,4.0,c049,-0.1185922622680664
4,deploy,4.0,c058,-0.049800872802734375
4,deploy,4.0,c024,-0.002819061279296875
4,deploy,4.0,c042,0.09093761444091797
4,deploy,4.0,c047,-0.02594470977783203
4,deploy,4.0,c043,0.012052536010742188
4,deploy,4.0,c003,0.02430248260498047
4,deploy,4.0,c041,0.1807994842529297
4,deploy,4.0,c008,-0.20938396453857422
4,deploy,4.0,c045,0.07245826721191406
4,deploy,4.0,c011,-0.08818912506103516
4,deploy,4.0,c020,0.10466957092285156
4,deploy,4.0,c044,0.0257415771484375
4,deploy,4.0,c016,0.01427459716796875
4,deploy,4.0,c056,-0.0254669189453125
4,deploy,4.0,c025,-0.017818450927734375
4,deploy,4.0,c029,-0.03814220428466797
4,deploy,4.0,c014,0.022073745727539062
4,deploy,4.0,c002,-0.048720359802246094
4,deploy,4.0,c023,-0.03478050231933594
4,deploy,4.0,c046,0.1391611099243164
4,deploy,4.0,c022,-0.04610729217529297
4,deploy,4.0,c050,0.009579658508300781
4,deploy,4.0,c006,-0.12115097045898438
4,deploy,4.0,c017,-0.06851959228515625
4,deploy,4.0,c039,0.1018533706665039
4,deploy,4.0,c036,0.0590972900390625
4,deploy,4.0,c009,-0.0983428955078125
4,deploy,4.0,c000,0.023069381713867188
4,deploy,4.0,c013,-0.07590007781982422
4,deploy,4.0,c049,-0.06799507141113281
4,deploy,4.0,c058,0.05449199676513672
4,deploy,4.0,c024,-0.09456634521484375
4,deploy,4.0,c042,0.054665565490722656
4,deploy,4.0,c047,0.007840156555175781
4,deploy,4.0,c043,0.08438777923583984
4,deploy,4.0,c003,-0.025020599365234375
4,deploy,4.0,c041,0.02867889404296875
4,deploy,4.0,c008,-0.01952362060546875
4,deploy,4.0,c045,0.1159372329711914
4,deploy,4.0,c011,-0.03445911407470703
4,deploy,4.0,c020,-0.09284305572509766
4,deploy,4.0,c044,-0.07749557495117188
4,deploy,4.0,c016,0.06925106048583984
4,deploy,4.0,c056,0.02491283416748047
4,deploy,4.0,c025,-0.03224468231201172
4,deploy,4.0,c029,-0.25939178466796875
4,deploy,4.0,c014,0.20386123657226562
4,deploy,4.0,c002,0.0772867202758789
4,deploy,4.0,c023,0.02670764923095703
4,deploy,4.0,c046,0.1279468536376953
4,deploy,4.0,c022,0.014094352722167969
4,deploy,4.0,c050,0.10024833679199219
5,eval,-4.0,c006,0.08247566223144531
5,eval,-4.0,c017,-0.046959877014160156
5,eval,-4.0,c039,0.15243244171142578
5,eval,-4.0,c036,0.1371450424194336
5,eval,-4.0,c009,0.06370735168457031
5,eval,-4.0,c000,0.03709888458251953
5,eval,-4.0,c013,-0.2551298141479492
5,eval,-4.0,c049,0.48270702362060547
5,eval,-4.0,c058,0.07548236846923828
5,eval,-4.0,c024,-0.25279712677001953
5,eval,-4.0,c042,-0.06923675537109375
5,eval,-4.0,c047,-0.07566165924072266
5,eval,-4.0,c043,0.39604759216308594
5,eval,-4.0,c003,-0.0717620849609375
