layer,direction,mean,lo,hi,n
8,unpaired_control,0.017578633626302083,-0.14245537837346395,0.18346916913986203,60
9,deploy_to_eval,-0.21096102396647134,-0.3479310258229574,-0.066719531218211,60
9,eval_to_deploy,0.029861323038736978,-0.0594283111890157,0.11279558817545571,60
9,unpaired_control,-0.13392766316731772,-0.3130965630213419,0.0368070459365843,60
10,deploy_to_eval,-0.28582127888997394,-0.43421867688496907,-0.1353278287251793,60
10,eval_to_deploy,0.13399276733398438,0.02731957038243612,0.2408328549067179,60
10,unpaired_control,-0.23389577865600586,-0.44023507515589394,-0.0365858642260234,60
11,deploy_to_eval,-0.7525148391723633,-0.9198661216100057,-0.5842742125193279,60
11,eval_to_deploy,0.49574848810831706,0.35717182397842406,0.6409781432151794,60
11,unpaired_control,-0.7283824920654297,-0.979267901579539,-0.4926962502797446,60
12,deploy_to_eval,-0.8762810707092286,-1.072149526278178,-0.6889243801434837,60
12,eval_to_deploy,0.6470755259195964,0.4885283819834391,0.8181202586491902,60
12,unpaired_control,-0.8283219655354818,-1.114602821667989,-0.5656314667065939,60
13,deploy_to_eval,-0.9060219764709473,-1.1011821150779724,-0.7161359095573426,60
13,eval_to_deploy,0.6834903081258138,0.5189607135454815,0.8582620271046956,60
13,unpaired_control,-0.8852386474609375,-1.1718000435829163,-0.6262587730089824,60
14,deploy_to_eval,-0.8975478808085123,-1.0932039578755697,-0.7067592724164328,60
14,eval_to_deploy,0.7770462036132812,0.5941832733154296,0.9718462785085041,60
14,unpaired_control,-0.8830558776855468,-1.1537606581052144,-0.628635512193044,60
15,deploy_to_eval,-0.9288187980651855,-1.1282822060585023,-0.7385476787885032,60
15,eval_to_deploy,0.8268784840901693,0.6446596646308899,1.0230459904670715,60
15,unpaired_control,-0.925305430094401,-1.2025836070378622,-0.672325100104014,60
16,deploy_to_eval,-1.0999520619710286,-1.2953281378746033,-0.9109245284398396,60
16,eval_to_deploy,1.092306900024414,0.9037317816416423,1.2873302523295085,60
16,unpaired_control,-1.1113550821940104,-1.3833040698369343,-0.8589068921407067,60
17,deploy_to_eval,-1.1106494267781575,-1.3070318349202474,-0.9210791563987732,60
17,eval_to_deploy,1.0984216690063477,0.9086451880137126,1.2934816408157348,60
17,unpaired_control,-1.1173842112223307,-1.410505952835083,-0.8519138503074647,60
18,deploy_to_eval,-1.11428435643514,-1.310559107462565,-0.9235512987772624,60
18,eval_to_deploy,1.0985512415568033,0.9084523916244507,1.2946614241600034,60
18,unpaired_control,-1.1200320879618326,-1.4085389065742493,-0.8576362347602844,60
19,deploy_to_eval,-1.119778283437093,-1.3162157893180848,-0.9297520486513776,60
19,eval_to_deploy,1.10133269627889,0.9124941523869832,1.2956897171338397,60
19,unpaired_control,-1.1241467157999674,-1.4121712160110473,-0.8628669182459516,60
20,deploy_to_eval,-1.1280880928039552,-1.323193899790446,-0.9381559109687807,60
20,eval_to_deploy,1.1101237932840984,0.9236144924163818,1.3010384392738341,60
20,unpaired_control,-1.1351023674011231,-1.4205092406272888,-0.8745484884579978,60
21,deploy_to_eval,-1.129524008433024,-1.3260663096110026,-0.9386606136957807,60
21,eval_to_deploy,1.1291390101114909,0.9388490708669026,1.3250216992696127,60
21,unpaired_control,-1.1288355509440104,-1.4144795290629069,-0.8694301335016889,60
22,deploy_to_eval,-1.1267599741617838,-1.3230609099070232,-0.9357608731587728,60
22,eval_to_deploy,1.1255050341288249,0.9353725576400757,1.320763294696808,60
22,unpaired_control,-1.12579288482666,-1.4077948514620464,-0.8666513554255169,60
23,deploy_to_eval,-1.1282773971557618,-1.324861837228139,-0.9388753803571066,60
23,eval_to_deploy,1.1283488909403483,0.9392834575970967,1.3234025764465331,60
23,unpaired_control,-1.1321020126342773,-1.4217651549975077,-0.868678059577942,60
24,deploy_to_eval,-1.1204047203063965,-1.3157653021812439,-0.9301819300651553,60
24,eval_to_deploy,1.1148906389872233,0.9261478924751281,1.3073640290896096,60
24,unpaired_control,-1.1241894721984864,-1.4144911154111228,-0.860765971342723,60
25,deploy_to_eval,-1.125421142578125,-1.3193520752588908,-0.9349725914001468,60
25,eval_to_deploy,1.1214500427246095,0.9344743816057841,1.3136975240707398,60
25,unpaired_control,-1.1286951065063477,-1.4215807795524598,-0.8631628068288167,60
26,deploy_to_eval,-1.1117547671000163,-1.3061881224314373,-0.9181220666567484,60
26,eval_to_deploy,1.0979263623555502,0.9076832914352417,1.289207609494527,60
26,unpaired_control,-1.1097804387410481,-1.4099162888526917,-0.8387299036979676,60
27,deploy_to_eval,-1.114557425181071,-1.3143796388308209,-0.9189725995063784,60
27,eval_to_deploy,1.114557425181071,0.9189725995063782,1.3143796388308209,60
27,unpaired_control,-1.114557425181071,-1.4054465405146281,-0.8485719410578412,60
