layer,region,source,content_id,pair,delta,a,b
10,task,paired,c022,12,0.0801239013671875,109,44
10,full,sameclass,c022,12,0.08244514465332031,110,0
10,readout,sameclass,c022,12,-0.091705322265625,44,0
10,task,sameclass,c022,12,0.057056427001953125,110,44
10,full,unpaired,c022,12,-0.1905498504638672,74,0
10,readout,unpaired,c022,12,-0.21348953247070312,44,0
10,task,unpaired,c022,12,0.08203697204589844,74,44
10,full,unpaired_eval,c022,12,-0.11017036437988281,74,0
10,readout,unpaired_eval,c022,12,-0.09061431884765625,44,0
10,task,unpaired_eval,c022,12,0.010120391845703125,74,44
16,full,paired,c022,12,-0.29538536071777344,109,0
16,readout,paired,c022,12,-0.25734519958496094,44,0
16,task,paired,c022,12,-0.03993988037109375,109,44
16,full,sameclass,c022,12,-0.17095947265625,110,0
16,readout,sameclass,c022,12,-0.12293815612792969,44,0
16,task,sameclass,c022,12,-0.09533309936523438,110,44
16,full,unpaired,c022,12,-0.19374847412109375,74,0
16,readout,unpaired,c022,12,-0.29438018798828125,44,0
16,task,unpaired,c022,12,0.10089492797851562,74,44
16,full,unpaired_eval,c022,12,-0.2110271453857422,74,0
16,readout,unpaired_eval,c022,12,-0.23944664001464844,44,0
16,task,unpaired_eval,c022,12,0.018526077270507812,74,44
28,full,paired,c022,12,-0.2260723114013672,109,0
28,readout,paired,c022,12,-0.2332019805908203,44,0
28,task,paired,c022,12,0.010381698608398438,109,44
28,full,sameclass,c022,12,-0.09575843811035156,110,0
28,readout,sameclass,c022,12,-0.09335899353027344,44,0
28,task,sameclass,c022,12,0.004241943359375,110,44
28,full,unpaired,c022,12,-0.14953994750976562,74,0
28,readout,unpaired,c022,12,-0.14621734619140625,44,0
28,task,unpaired,c022,12,-0.0010166168212890625,74,44
28,full,unpaired_eval,c022,12,-0.16945266723632812,74,0
28,readout,unpaired_eval,c022,12,-0.1690654754638672,44,0
28,task,unpaired_eval,c022,12,0.005138397216796875,74,44
10,full,paired,c023,13,-0.06256294250488281,98,0
10,readout,paired,c023,13,-0.023960113525390625,44,0
10,task,paired,c023,13,0.06909561157226562,98,44
10,full,sameclass,c023,13,0.21700096130371094,101,0
10,readout,sameclass,c023,13,0.1899433135986328,44,0
10,task,sameclass,c023,13,0.04472923278808594,101,44
10,full,unpaired,c023,13,-0.34831809997558594,74,0
10,readout,unpaired,c023,13,-0.23879051208496094,44,0
10,task,unpaired,c023,13,-0.13021087646484375,74,44
10,full,unpaired_eval,c023,13,0.13331031799316406,74,0
10,readout,unpaired_eval,c023,13,0.17952346801757812,44,0
10,task,unpaired_eval,c023,13,-0.07392120361328125,74,44
16,full,paired,c023,13,-0.012126922607421875,98,0
16,readout,paired,c023,13,-0.05387306213378906,44,0
16,task,paired,c023,13,0.033794403076171875,98,44
16,full,sameclass,c023,13,0.29338645935058594,101,0
16,readout,sameclass,c023,13,0.251556396484375,44,0
16,task,sameclass,c023,13,0.0052280426025390625,101,44
16,full,unpaired,c023,13,-0.5166473388671875,74,0
16,readout,unpaired,c023,13,-0.5582332611083984,44,0
16,task,unpaired,c023,13,0.04131889343261719,74,44
16,full,unpaired_eval,c023,13,0.29293060302734375,74,0
16,readout,unpaired_eval,c023,13,0.3192005157470703,44,0
16,task,unpaired_eval,c023,13,-0.04054450988769531,74,44
28,full,paired,c023,13,0.021287918090820312,98,0
28,readout,paired,c023,13,0.03259849548339844,44,0
28,task,paired,c023,13,-0.0039577484130859375,98,44
